names,x,y,custom_data,manual_label,correct_label,x2,y2,x3,y3,x4,y4,Area_pxl,AreaNoHole_Area_pxl,Solidity,Perimeter_pxl,ConvexPerimeter_pxl,Convexity,Max_ConvexityDef
frame_89_2017-09-16_16_18_38.403_1412_531.png,5.3394657,3.4180078,14,xxxx,Acantharia_sp,0.3832474,19.3302122,-15.1716163,13.3703332,4.6206058,6.4506197,1341,1341,0.715773,230.107651,162.062134,0.704288,8.933594
frame_88_2017-09-16_16_18_38.403_1021_432.png,20.3669937,7.018673,15,xxxx,Acantharia_sp,-8.631574,8.5293434,2.3949473,-10.7635302,7.9672833,-12.2196581,1407.5,1407.5,0.875311,169.296463,149.183609,0.881197,6.488281
frame_87_2017-09-17_06_03_03.156_309_635.png,12.7300404,0.6400751,16,xxxx,Acantharia_sp,14.9360018,-18.3023481,-2.9654385,1.8086315,-2.5621839,11.151561,1313.5,1313.5,0.867283,163.438599,142.807816,0.87377,6.574219
frame_875_2017-09-20_18_01_09.974_149_69.png,-8.31076,-0.4079926,17,xxxx,Acantharia_sp,-7.0931864,-16.8589133,-12.9430242,3.3797299,-7.792348,-14.1622523,831.5,831.5,0.696107,168.610168,126.396584,0.749638,8.207031
frame_874_2017-09-20_18_01_09.974_291_374.png,-18.200459,9.6692179,18,xxxx,Acantharia_sp,-19.1936023,8.8216888,-8.9474799,4.3559063,-19.7380632,-9.444239,729,729,0.701974,158.710678,124.02536,0.781456,7.804688
frame_871_2017-09-20_18_01_09.974_811_535.png,15.1488763,-2.0619373,19,xxxx,Acantharia_sp,-1.2602018,2.9419447,-4.4906085,-0.9696725,15.2405219,-18.7347037,786,784,0.507115,257.078217,143.722549,0.559062,12.648438
frame_870_2017-09-20_18_01_09.974_927_322.png,-10.6398837,0.7236902,20,xxxx,Acantharia_sp,-18.1161808,-17.9132195,-16.6224868,13.0355495,9.9256344,-19.685965,820.5,820.5,0.536099,251.178711,143.992096,0.573266,13.460938
frame_86_2017-09-17_06_03_03.156_873_428.png,10.0931465,2.1243103,21,xxxx,Acantharia_sp,-11.8528964,15.5253848,16.4304572,-13.3935991,5.8806565,11.8964188,1828,1818,0.54423,419.303589,221.765518,0.52889,17.925781
frame_85_2017-09-17_06_03_03.156_1866_142.png,-3.6317183,-15.5774868,22,xxxx,Acantharia_sp,-9.4351175,17.0117541,-12.8995921,7.2832442,-8.2300822,-4.172434,1588,1588,0.679504,241.137085,199.082291,0.825598,9.910156
frame_842_2017-09-21_06_15_38.060_1895_1046.png,-3.9441623,8.0989599,23,xxxx,Acantharia_sp,5.9413167,13.1368814,-19.5804165,7.7139029,17.7546095,-7.8791922,959,959,0.547531,269.764496,155.203247,0.575329,16.363281
frame_841_2017-09-21_06_15_38.060_1537_1844.png,12.3575881,-13.6846927,24,xxxx,Acantharia_sp,-6.8172455,-9.5814264,14.2064151,-6.9292393,10.7292834,-3.8110026,995.5,995.5,0.546228,304.149261,156.607376,0.514903,16.070312
frame_840_2017-09-22_18_03_26.967_463_1226.png,-3.0238204,3.3663957,25,xxxx,Acantharia_sp,6.2731609,16.7414262,-11.963346,-5.676234,13.8927848,-13.4159903,2074,2070,0.691267,299.421356,200.282867,0.6689,17.363281
frame_7_2017-09-22_06_00_04.648_1349_960.png,-16.0851584,-3.996272,26,xxxx,Acantharia_sp,10.7904376,-16.4441326,-12.0094804,-17.1711916,-13.3396654,-8.1798615,1198.5,1198.5,0.713393,240.693436,153.78064,0.638907,18.496094
frame_78_2017-09-18_02_07_59.208_1579_654.png,17.4762256,10.7218445,27,xxxx,Acantharia_sp,-13.5552067,-18.4400659,-15.2450061,6.65096,11.9934142,-16.8364282,1395,1395,0.538298,280.249786,193.550201,0.690635,20.789062
frame_77_2017-09-18_02_07_59.208_645_1817.png,13.6164806,-3.899965,28,xxxx,Acantharia_sp,13.6954072,-0.3123124,-9.4162656,-6.745723,20.7064732,-15.2037894,1570,1568,0.649141,296.391907,186.236465,0.628345,18.453125
frame_77_2017-09-17_06_03_03.156_1294_158.png,-16.6853491,5.6594793,29,xxxx,Acantharia_sp,10.8046518,6.2468629,-14.2046474,-5.0981784,-16.89784,-19.2302341,1060,1060,0.450584,262.735046,195.68483,0.744799,15.429688
frame_715_2017-09-25_05_57_58.288_567_624.png,20.2087545,-14.4914798,30,xxxx,Acantharia_sp,-17.5194057,15.9436239,3.9643262,20.7499221,-11.8950843,14.6537567,1246,1195.5,0.482933,296.048767,183.450623,0.619664,14.5
frame_714_2017-09-25_05_57_58.288_1639_1390.png,5.6613252,-14.5759136,31,xxxx,Acantharia_sp,-17.7830716,16.2659323,12.1283936,17.6471451,17.0896445,4.6243405,796,796,0.623092,198.651794,133.093964,0.669986,9.191406
frame_70_2017-09-19_01_44_17.054_1920_289.png,-5.1632938,-7.5688666,32,xxxx,Acantharia_sp,-18.6972237,-11.1716631,16.4546873,12.8075386,-4.214475,17.9851108,1099.5,1099.5,0.787044,172.610168,139.03894,0.805508,8.613281
frame_69_2017-09-19_01_44_17.054_1492_327.png,4.6216094,5.9748427,33,xxxx,Acantharia_sp,-10.8597429,4.2394696,12.6510219,-1.1148843,3.3574625,-8.5708761,1501.5,1501.5,0.409686,375.747253,232.612961,0.619068,28.835938
frame_68_2017-09-19_01_44_17.054_1148_583.png,5.4141025,-4.7454799,34,xxxx,Acantharia_sp,-7.6641734,-18.5790273,-3.876453,14.6678293,-0.4462897,18.0141821,1508,1508,0.67821,228.107651,186.689941,0.818429,17.175781
frame_682_2017-09-21_11_27_13.664_221_893.png,2.6549781,1.6119183,35,xxxx,Acantharia_sp,17.2481039,-10.9139968,-3.5785655,20.9853278,11.9879494,-17.4021549,1068.5,1053,0.499644,260.752319,176.634003,0.677401,17.4375
frame_681_2017-09-21_11_27_13.664_1395_1707.png,7.631462,-9.0654348,36,xxxx,Acantharia_sp,-19.9604355,13.9566012,18.1535404,-9.0769209,0.9332521,-10.7444145,975.5,975.5,0.677901,195.923874,143.214432,0.73097,12.300781
frame_679_2017-09-16_03_16_29.254_717_1705.png,-7.1963912,-18.5386379,37,xxxx,Acantharia_sp,5.7636826,-3.9442386,-3.9562877,-15.5586255,-14.9970329,-16.8299391,1456.5,1456.5,0.64163,299.664001,193.381989,0.645329,16.085938
frame_678_2017-09-16_03_16_29.254_990_1267.png,14.3771572,15.2635423,38,xxxx,Acantharia_sp,13.0084324,1.7076916,-7.3501903,-19.6514403,8.4244535,-5.9644613,909,909,0.804781,150.710678,123.1418,0.817074,7.433594
frame_64_2017-09-17_06_03_03.156_71_1297.png,19.6662254,-6.1059127,39,xxxx,Acantharia_sp,18.1808031,-3.2172606,8.1900816,8.4446898,-9.5352038,-17.2233692,2357.5,2203.5,0.70164,318.634552,211.687622,0.664359,12.992188
frame_63_2017-09-17_06_03_03.156_556_1591.png,11.4913181,18.0518932,40,xxxx,Acantharia_sp,-8.0325314,-7.4709293,18.8039172,-6.7968917,5.6564386,16.057883,1734,1697.5,0.624885,306.735046,200.724487,0.65439,14.71875
frame_62_2017-09-17_06_03_03.156_1144_1920.png,-14.8194897,-20.9094876,41,xxxx,Acantharia_sp,14.5998791,16.2295059,-13.5757988,-0.4433179,-4.4347632,6.6444903,1363,1363,0.626235,265.764496,193.55455,0.728293,11.074219
frame_620_2017-09-18_13_03_16.745_673_1513.png,-16.7165886,10.9408206,42,xxxx,Acantharia_sp,10.9170656,7.9937486,-4.1188373,-1.7752981,3.908133,3.8163545,1007.5,1003.5,0.558742,260.69342,167.835709,0.643805,15.617188
frame_619_2017-09-18_13_03_16.745_857_1316.png,0.0133358,6.0102786,43,xxxx,Acantharia_sp,18.9134094,5.5387013,1.9244277,8.0335705,9.2786484,10.8542779,955.5,939,0.455052,260.69342,184.583954,0.70805,20.589844
frame_608_2017-09-16_01_09_39.011_417_1986.png,15.1924735,-6.7283334,44,xxxx,Acantharia_sp,7.6350818,-12.0689843,-13.0621306,-11.5566228,-2.6063182,11.1031121,964.5,964.5,0.611798,225.923874,173.260223,0.766896,17.539062
frame_607_2017-09-16_23_00_16.100_442_1803.png,-6.1466603,4.1316598,45,xxxx,Acantharia_sp,-13.3422359,19.1255549,17.0087929,-18.0660475,-4.350436,-12.3278678,1252.5,1252.5,0.464836,355.261963,198.608566,0.559048,30.425781
frame_607_2017-09-16_01_09_39.011_329_1885.png,-3.0686301,-16.9566152,46,xxxx,Acantharia_sp,-13.8745578,1.6358658,-6.4324285,11.4507898,-14.9430843,-18.3325894,2059,2057,0.454736,471.1026,266.348633,0.565373,21.464844
frame_606_2017-09-16_01_09_39.011_283_1704.png,-0.5334037,-15.575901,47,xxxx,Acantharia_sp,-13.3110446,-17.2818212,-8.3537455,8.5109419,-10.0540708,-7.4460563,2007.5,2007.5,0.447603,446.717804,263.919403,0.590797,27.910156
frame_605_2017-09-16_01_09_39.011_275_1441.png,-0.6618715,4.8083301,48,xxxx,Acantharia_sp,-11.2362159,10.8255132,15.5065746,13.5233556,-18.6910439,-12.6225058,1596.5,1596.5,0.501886,398.918823,235.77388,0.591032,17.6875
frame_604_2017-09-16_01_09_39.011_289_1116.png,9.4955804,10.8391333,49,xxxx,Acantharia_sp,14.0779663,-18.6970717,14.7200523,13.2813015,-13.0448048,-8.3258687,1648,1641,0.440892,405.705627,242.001541,0.596495,19.417969
frame_603_2017-09-16_01_09_39.011_281_783.png,11.6946469,16.5316344,50,xxxx,Acantharia_sp,-6.0921793,12.8480571,-2.9801973,-1.6285897,14.9514646,19.5118588,5515.5,5321,0.545184,802.364563,374.787048,0.467103,34.238281
frame_602_2017-09-16_01_09_39.011_369_428.png,11.51479,-16.8169997,51,xxxx,Acantharia_sp,20.137935,3.8260011,-5.1063486,4.7475772,9.7918844,15.7719965,2111.5,2073,0.388748,562.943237,268.693848,0.477302,27.574219
frame_601_2017-09-16_01_09_39.011_449_140.png,-5.2915969,-17.9768547,52,xxxx,Acantharia_sp,1.1597067,2.981609,12.8418077,8.9535777,-13.3962649,-1.2930665,2124.5,2116,0.408849,571.913757,267.917206,0.468457,28.804688
frame_589_2017-09-21_04_46_36.462_1989_900.png,-18.2692483,19.8787607,53,xxxx,Acantharia_sp,15.2409006,18.8038387,-4.8581801,-14.1770831,-11.9693149,-17.0194545,629,629,0.703579,150.225403,119.471191,0.79528,6.800781
frame_587_2017-09-21_04_46_36.462_1829_1428.png,-11.8505399,16.5528395,54,xxxx,Acantharia_sp,19.2110031,-12.69264,7.7739832,18.8306177,13.3080289,17.4446427,1094,1081.5,0.707788,242.45079,152.597382,0.629395,15.863281
frame_57_2017-09-17_01_07_06.185_1027_1404.png,15.8538125,3.2075742,55,xxxx,Acantharia_sp,-7.1304113,18.5453241,-16.2609617,-15.1303828,-0.7586882,19.7483781,1574,1574,0.670215,282.249786,185.933609,0.658756,14.949219
frame_570_2017-09-17_22_57_43.580_314_1352.png,-3.0719203,19.5271849,56,xxxx,Acantharia_sp,-18.1042915,-1.4843511,9.9279374,-4.0590012,15.7083076,11.731039,955.5,955.5,0.646919,221.72287,144.760422,0.652889,14.5
frame_56_2017-09-17_01_07_06.185_779_1591.png,-18.2445085,16.9135479,57,xxxx,Acantharia_sp,-12.8863999,-12.7919927,18.9371468,15.9381822,6.8482125,15.0165591,991,991,0.693249,220.994949,147.023331,0.665279,14.421875
frame_569_2017-09-17_22_57_43.580_252_1730.png,4.2232551,-0.852194,58,xxxx,Acantharia_sp,0.2182297,20.7422673,5.2174766,0.1128298,12.8111866,-2.311579,1095,1077.5,0.603641,250.308655,155.590744,0.621596,17.824219
frame_55_2017-09-17_01_07_06.185_560_1799.png,-4.8815662,7.2511854,59,xxxx,Acantharia_sp,-0.4129647,-7.4267035,-16.037731,7.9235075,-12.1436284,-5.4143787,1158,1158,0.5,343.362488,179.74295,0.523479,23.195312
frame_544_2017-09-16_15_15_13.245_1176_530.png,13.6377785,-7.6986183,60,xxxx,Acantharia_sp,-12.5310788,13.6060855,16.6356944,4.4123374,-15.6631915,2.3505594,1443.5,1355,0.658086,260.20816,170.996979,0.657155,16.96875
frame_543_2017-09-16_15_15_13.245_767_334.png,7.1553902,8.8817525,61,xxxx,Acantharia_sp,-18.2160741,19.2199674,-9.4843899,-12.0217649,-7.6491859,-18.7886169,795.5,795.5,0.825207,149.095459,118.24868,0.793107,11.265625
frame_542_2017-09-16_15_15_13.245_358_282.png,15.3398644,-9.8198678,62,xxxx,Acantharia_sp,-9.104975,-4.2612737,20.4139351,13.2389296,-17.6776844,0.6479919,1186,1186,0.704903,241.137085,160.892166,0.667223,13.269531
frame_533_2017-10-06_20_57_23.135_596_1029.png,-17.2918802,14.1866823,63,xxxx,Acantharia_sp,-17.1613923,-10.7438494,0.991947,-19.6466886,12.3459261,14.8663859,1061,1059,0.564349,238.107651,176.857941,0.742765,16.941406
frame_528_2017-09-16_05_02_10.850_1881_21.png,3.4791364,13.2069068,64,xxxx,Acantharia_sp,18.4116734,-14.8801445,-11.222123,-12.7465688,19.1924716,-19.23834,1110.5,1095,0.673639,253.036575,150.405731,0.594403,15.117188
frame_505_2017-09-16_03_16_29.254_116_147.png,3.134382,2.8442517,65,xxxx,Acantharia_sp,6.9126499,8.1334959,-13.962256,18.0590277,10.677731,-13.254444,1819.5,1728,0.454438,505.972656,227.179504,0.448996,22.769531
frame_504_2017-09-16_03_16_29.254_477_0.png,11.6694133,-14.0337559,66,xxxx,Acantharia_sp,-15.7426715,-1.1307184,-5.0629372,9.1502143,11.2476444,1.4205158,1095,1091,0.499199,334.735046,186.620834,0.557518,22.328125
frame_493_2017-09-16_00_06_14.278_1355_1300.png,11.5458348,-11.5460153,67,xxxx,Acantharia_sp,8.0317745,16.3680926,18.4608093,3.8531953,1.0827846,-15.5722659,1375,1339.5,0.722297,253.421356,157.247513,0.620498,12.199219
frame_492_2017-09-16_00_06_14.278_695_1520.png,-6.7257191,-15.1427903,68,xxxx,Acantharia_sp,8.0970446,14.7078144,9.4292682,0.5426452,-9.6954031,-15.34908,1067.5,1063.5,0.592149,270.149261,157.432373,0.582761,11.75
frame_463_2017-09-16_01_09_39.011_1111_1983.png,-0.371097,11.0994468,69,xxxx,Acantharia_sp,-16.2597569,-17.5473863,6.802991,19.5155239,-16.4628858,8.4025707,987.5,987.5,0.681269,200.124893,146.59642,0.732525,16
frame_462_2017-09-16_01_09_39.011_744_1878.png,12.7706339,3.0630738,70,xxxx,Acantharia_sp,10.8677835,8.4876868,-19.4989307,-12.0460247,4.4677441,10.4078929,1536,1536,0.72607,312.877197,172.520447,0.5514,12.132812
frame_458_2017-09-19_10_32_46.066_1881_779.png,4.7063641,8.4300387,71,xxxx,Acantharia_sp,19.3245621,20.4268443,20.6590101,-7.8218448,5.3924797,-11.0105598,1273,1273,0.559315,283.563477,186.459778,0.657559,14.679688
frame_457_2017-09-19_10_32_46.066_1865_684.png,-15.3996893,-17.2070573,72,xxxx,Acantharia_sp,-19.0623784,-7.8471707,-19.623732,17.4724387,-12.3208695,-19.8020028,884.5,884.5,0.629537,189.438599,140.17215,0.739934,9.285156
frame_456_2017-09-19_10_32_46.066_1862_474.png,7.173139,-18.186577,73,xxxx,Acantharia_sp,2.6316485,-8.5594034,12.3804787,-1.9057569,-0.753435,12.6256366,839.5,839.5,0.62931,177.237595,142.804276,0.805722,14.523438
frame_455_2017-09-19_10_32_46.066_1867_63.png,-11.7842102,-15.0432152,74,xxxx,Acantharia_sp,5.3183026,7.9551069,11.130606,-1.773603,12.6021887,11.8883003,1255,1255,0.528978,305.220337,179.59642,0.588416,16.703125
frame_450_2017-09-16_16_18_38.403_1580_47.png,18.0848551,-10.1641192,75,xxxx,Acantharia_sp,-15.5418835,16.2677797,4.5815112,0.2678786,-17.0714905,19.7826457,1327,1327,0.870735,169.195953,147.979141,0.874602,5.652344
frame_443_2017-09-16_06_05_35.531_1249_176.png,3.8497659,-7.9458413,76,xxxx,Acantharia_sp,-16.8817724,-2.9558734,-11.5122215,-11.5420114,-20.3517712,-17.2486777,1393.5,1393.5,0.603247,329.261963,176.01944,0.534588,17.160156
frame_442_2017-09-19_01_44_17.054_702_1644.png,11.3154909,18.5606709,77,xxxx,Acantharia_sp,12.2323245,-0.6147605,15.2749396,4.9713114,-0.3543077,-4.8834807,1879.5,1865,0.687811,255.72287,196.890778,0.769938,25.683594
frame_437_2017-09-16_06_05_35.531_1902_776.png,4.3404815,-7.6851473,78,xxxx,Acantharia_sp,6.7891374,-1.638841,-16.1397055,-18.9072916,-3.5770264,5.7666702,809.5,809.5,0.780617,157.781738,118.55867,0.751409,10.371094
frame_436_2017-09-16_06_05_35.531_1334_817.png,-5.2143774,8.6277814,79,xxxx,Acantharia_sp,-3.2749819,-16.6154272,15.7376221,-2.2764014,-2.7805556,-19.7378105,587.5,587.5,0.759535,160.610168,104.458176,0.650383,6.785156
frame_424_2017-09-19_10_32_46.066_796_1578.png,3.0688911,-16.9242212,80,xxxx,Acantharia_sp,12.1156582,-11.5857736,-7.2576296,5.4441385,8.0900855,18.3073886,864.5,864.5,0.542857,221.72287,154.863495,0.698455,14.722656
frame_423_2017-09-19_10_32_46.066_287_1452.png,18.514285,8.5056676,81,xxxx,Acantharia_sp,14.0898402,-17.0998738,0.2860187,-9.0129531,-18.7781569,8.014659,1188.5,1188.5,0.528692,291.664001,175.2798,0.600965,16.621094
frame_420_2017-09-21_19_36_53.362_528_0.png,-2.5809319,2.9709757,82,xxxx,Acantharia_sp,18.8176741,-2.901882,5.2652617,3.2114792,-14.0221537,1.3893367,1145.5,1084,0.709192,202.208145,147.078918,0.727364,12.824219
frame_415_2017-09-16_21_56_51.690_327_1608.png,-13.8961293,18.2907122,83,xxxx,Acantharia_sp,-2.2868835,3.8748547,-16.9685244,-1.2124232,-12.0781666,5.7599127,1536.5,1519.5,0.517453,372.232544,202.030792,0.542754,22.980469
frame_412_2017-09-16_13_08_22.823_1430_538.png,-16.1178472,13.4820406,84,xxxx,Acantharia_sp,-8.9933675,-0.3732586,-3.917437,-17.4804085,-6.2611674,-10.1539269,1356,1356,0.687278,252.79393,167.347244,0.661991,12.472656
frame_40_2017-09-17_07_06_27.729_427_23.png,1.3485931,-1.8232681,85,xxxx,Acantharia_sp,-11.3013199,13.3879929,-20.4653619,-18.8578375,1.8769933,19.123476,1482,1482,0.700213,271.622375,182.979477,0.673654,29.191406
frame_3_2017-09-17_21_54_18.614_270_1097.png,15.1321854,12.7767297,86,xxxx,Acantharia_sp,-18.980671,0.8388675,4.2545749,15.0577277,14.0213762,-6.3924824,1743.5,1743.5,0.737833,234.208145,180.408478,0.770291,11.261719
frame_392_2017-09-17_04_59_37.593_386_1220.png,4.9923238,13.8405992,87,xxxx,Acantharia_sp,7.315015,-12.4805004,5.3288371,-6.9001666,-19.3446918,-17.7652665,955.5,955.5,0.835958,146.124893,126.21962,0.863779,4.679688
frame_391_2017-09-17_04_59_37.593_951_1344.png,-12.695249,-5.0147442,88,xxxx,Acantharia_sp,-16.6312977,10.6078962,5.24857,-20.952422,-2.0532512,-10.7214954,1350.5,1295.5,0.63614,238.06601,169.400787,0.711571,11.734375
frame_390_2017-09-23_12_02_54.587_13_603.png,-12.0840661,-13.2117853,89,xxxx,Acantharia_sp,1.398078,3.4277418,10.906246,8.9550336,19.3021074,-6.9695923,1696.5,1625,0.403827,468.859955,231.251938,0.493222,25.847656
frame_390_2017-09-17_04_59_37.593_1514_1484.png,3.4610672,1.6933327,90,xxxx,Acantharia_sp,14.3563825,-6.2578114,5.9937918,2.845849,2.7253825,19.0481523,1047.5,1047.5,0.733287,207.237595,144.248947,0.696056,9.914062
frame_389_2017-09-23_12_02_54.587_670_221.png,6.6063196,18.2141373,91,xxxx,Acantharia_sp,19.6855307,18.7652682,-16.0275292,-9.8519473,15.6987679,5.8401594,1143.5,1143.5,0.599633,242.693436,171.435928,0.706389,14.917969
frame_388_2017-09-23_12_02_54.587_1302_0.png,13.4910241,-8.2150646,92,xxxx,Acantharia_sp,15.1975767,-5.6386558,0.3111757,9.1359509,10.6488201,7.2569773,1367,1367,0.741122,225.62236,163.509155,0.724703,12.605469
frame_387_2017-09-23_12_02_54.587_1788_43.png,6.8397911,15.2715511,93,xxxx,Acantharia_sp,16.0519704,15.8265106,17.6852113,-13.6227218,-12.0392892,-4.1976889,1414.5,1414.5,0.749801,222.409164,164.721741,0.740625,12.550781
frame_374_2017-09-23_00_10_41.055_616_1610.png,9.4156825,1.5458348,94,xxxx,Acantharia_sp,9.0773523,16.013165,17.5327596,9.7996327,-13.3640759,-9.0851148,767.5,767.5,0.707373,178.752304,122.753258,0.686723,13.636719
frame_374_2017-09-22_11_56_11.306_1883_77.png,14.4142568,-17.9382036,95,xxxx,Acantharia_sp,1.8040132,9.7063777,-18.4025196,7.7353231,4.7792863,-2.9470639,1329.5,1329.5,0.415209,449.203094,210.444244,0.468484,21.972656
frame_373_2017-09-23_00_10_41.055_6_1523.png,12.7793241,14.9926766,96,xxxx,Acantharia_sp,-10.1923799,-0.1229759,11.3893362,-13.8954646,9.5333817,17.9535999,2043.5,2043.5,0.66792,278.835571,218.675247,0.784244,17.367188
frame_373_2017-09-22_11_56_11.306_1548_203.png,-7.5647396,16.8019618,97,xxxx,Acantharia_sp,5.9263345,-1.9378666,-19.4523349,20.9690374,0.0092922,0.6207285,1119.5,1119.5,0.419367,370.291412,196.402313,0.530399,18.941406
frame_372_2017-09-22_11_56_11.306_1067_431.png,-11.7151236,12.5224464,98,xxxx,Acantharia_sp,9.9037868,3.1107831,12.2155974,-2.2467114,5.5599857,-13.7119738,1308.5,1247,0.489788,360.149261,189.199875,0.525337,17.644531
frame_371_2017-09-22_11_56_11.306_524_736.png,-3.0007552,-18.546558,99,xxxx,Acantharia_sp,1.2455611,8.6171913,15.8031167,11.5648001,13.5002859,1.7351218,1784.5,1708.5,0.454086,600.742188,222.710968,0.370726,24.207031
frame_370_2017-09-22_11_56_11.306_62_996.png,-16.6613701,-10.8078242,100,xxxx,Acantharia_sp,8.619239,15.4478677,-10.1234836,-9.3295039,-5.4389811,-7.7477489,1694.5,1680.5,0.438544,533.629517,232.896164,0.436438,25.222656
frame_363_2017-09-16_06_05_35.531_687_1567.png,-7.5559888,-15.3801228,101,xxxx,Acantharia_sp,-18.5905797,-16.6443234,-16.2813242,-6.3034702,5.8554849,5.504723,893.5,886.5,0.675171,186.409164,139.350784,0.747553,12.371094
frame_362_2017-09-16_06_05_35.531_20_1778.png,-9.4207386,5.2100161,102,xxxx,Acantharia_sp,-1.8319358,12.32681,-16.7749265,-1.962088,6.7491448,17.6119188,1013.5,1013.5,0.701384,211.580734,144.447021,0.682704,10.117188
frame_352_2017-09-20_17_05_31.514_1398_1624.png,-2.9147036,-8.7930616,103,xxxx,Acantharia_sp,-16.1909147,-17.0739573,-8.1290826,17.2436746,8.0698741,17.9964427,893,893,0.815898,145.681244,121.38636,0.833233,5.921875
frame_342_2017-09-16_01_09_39.011_203_1372.png,9.9408823,12.7422974,104,xxxx,Acantharia_sp,10.7627938,-3.6627259,-9.6862059,16.4430967,-18.4145365,-10.4450078,1262.5,1256.5,0.671207,247.178711,159.605392,0.645709,20.234375
frame_339_2017-09-16_01_09_39.011_1476_125.png,-14.8664566,-19.0784899,105,xxxx,Acantharia_sp,-11.8268154,-17.0598364,-7.7531565,-13.4687646,-18.9080153,3.9643437,2442,2442,0.839897,265.078217,197.144394,0.743722,14.796875
frame_338_2017-09-16_01_09_39.011_1695_726.png,11.4334653,-18.6358767,106,xxxx,Acantharia_sp,-3.6425518,-11.3397435,3.1916309,11.1204538,-8.8437938,17.7146378,1980.5,1974.5,0.795047,239.865005,186.363708,0.776952,9.140625
frame_337_2017-09-16_01_09_39.011_1763_1205.png,-17.5328201,-12.2665936,107,xxxx,Acantharia_sp,12.2507029,9.7240216,-10.5468948,15.5745182,3.1867367,1.6253306,2111.5,2111.5,0.782037,261.036591,195.542694,0.749101,13.035156
frame_334_2017-09-16_03_58_45.702_1644_1655.png,20.3797715,7.833793,108,xxxx,Acantharia_sp,-7.6994415,5.3454175,-0.4877423,0.6577194,10.9681689,0.789521,1256.5,1256.5,0.601628,242.89444,182.810852,0.752635,14.808594
frame_30_2017-09-16_03_16_29.254_553_1767.png,3.5325622,12.6447299,109,xxxx,Acantharia_sp,-13.6167489,-4.9722763,10.4116004,-5.2085892,16.3755866,12.3865325,1796,1792,0.620069,304.391907,207.946777,0.683155,21.273438
